iter	RMSE
2906	0.04169256156
2907	0.041679923
2908	0.04166512943
2909	0.04165633966
2910	0.04163997625
2911	0.04162908175
2912	0.0416125717
2913	0.04160305323
2914	0.04159487763
2915	0.04158377415
2916	0.04156297485
2917	0.0415496624
2918	0.04153663029
2919	0.04152053297
2920	0.04151288282
2921	0.04149605718
2922	0.04148086412
2923	0.04146255298
2924	0.04145171503
2925	0.04144645062
2926	0.04142905996
2927	0.04141673943
2928	0.04140251857
2929	0.04139558773
2930	0.04138119553
2931	0.04136943513
2932	0.04136376819
2933	0.04135244007
2934	0.04134521323
2935	0.04133344133
2936	0.04132006074
2937	0.04130765016
2938	0.04129122441
2939	0.04128290725
2940	0.04127382941
2941	0.04126137753
2942	0.04124435947
2943	0.04122885612
2944	0.04121566183
2945	0.04120161109
2946	0.0411969852
2947	0.04118378953
2948	0.04117384864
2949	0.0411633547
2950	0.04115010997
2951	0.04113838094
2952	0.04112516811
2953	0.04111399771
2954	0.04110028647
2955	0.04108916029
2956	0.04108163572
2957	0.04107067972
2958	0.0410537013
2959	0.04104246772
2960	0.04103165344
2961	0.04102044654
2962	0.04100093166
2963	0.04098681057
2964	0.04097961825
2965	0.0409634081
2966	0.0409562685
2967	0.04094857657
2968	0.04093554598
2969	0.04092287942
2970	0.04090461734
2971	0.04089426494
2972	0.04088046725
2973	0.04086515453
2974	0.04084949225
2975	0.04084174562
2976	0.04082900449
2977	0.04081125889
2978	0.04079934796
2979	0.04078266232
2980	0.04077679208
2981	0.04076581001
2982	0.04075830566
2983	0.0407444854
2984	0.04072904378
2985	0.04071662716
2986	0.0407009598
2987	0.04069257237
2988	0.0406800143
2989	0.04067486587
2990	0.0406647794
2991	0.04065416605
2992	0.0406338757
2993	0.04062986556
2994	0.04061847481
2995	0.04061576579
2996	0.04060455304
2997	0.04058953895
2998	0.04057762814
2999	0.04056467705
